id,name,category,primary_muscles,difficulty,image_url
Calf_Stretch_Hands_Against_Wall,Estiramiento de Gemelos con Manos en Pared,,Gemelos,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Calf_Stretch_Hands_Against_Wall/0.jpg
Calves-SMR,Masaje de Gemelos con Foam Roller,Foam Roller,Gemelos,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Calves-SMR/0.jpg
Car_Deadlift,Peso Muerto con Auto (Strongman),Otros,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Car_Deadlift/0.jpg
Car_Drivers,Rotación de Disco Frontal (Car Drivers),Barra,Hombros,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Car_Drivers/0.jpg
Carioca_Quick_Step,Paso Rápido Carioca,,Aductores,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Carioca_Quick_Step/0.jpg
Cat_Stretch,Estiramiento de Gato,,Espalda Baja,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Cat_Stretch/0.jpg
Catch_and_Overhead_Throw,Lanzamiento por encima de la Cabeza con Balón,Balón Medicinal,Dorsales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Catch_and_Overhead_Throw/0.jpg
Chain_Handle_Extension,Extensión de Tríceps con Cadenas,Otros,Tríceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Chain_Handle_Extension/0.jpg
Chain_Press,Press de Pecho con Cadenas,Otros,Pecho,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Chain_Press/0.jpg
Chair_Leg_Extended_Stretch,Estiramiento de Pierna con Silla,Otros,Femorales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Chair_Leg_Extended_Stretch/0.jpg
Chair_Lower_Back_Stretch,Estiramiento Lumbar Sentado,,Dorsales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Chair_Lower_Back_Stretch/0.jpg
Chair_Squat,Sentadilla a la Silla,Máquina,Cuádriceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Chair_Squat/0.jpg
Chair_Upper_Body_Stretch,Estiramiento de Tren Superior con Silla,Otros,Hombros,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Chair_Upper_Body_Stretch/0.jpg
Chest_And_Front_Of_Shoulder_Stretch,Estiramiento de Pecho y Hombros,Otros,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Chest_And_Front_Of_Shoulder_Stretch/0.jpg
Chest_Push_from_3_point_stance,Empuje de Pecho desde Tres Puntos,Balón Medicinal,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Chest_Push_from_3_point_stance/0.jpg
Chest_Push_multiple_response,Lanzamientos de Pecho Continuos con Balón,Balón Medicinal,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Chest_Push_multiple_response/0.jpg
Chest_Push_single_response,Lanzamiento de Pecho con Balón,Balón Medicinal,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Chest_Push_single_response/0.jpg
Chest_Push_with_Run_Release,Lanzamiento de Pecho con Balón en Carrera,Balón Medicinal,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Chest_Push_with_Run_Release/0.jpg
Chest_Stretch_on_Stability_Ball,Estiramiento de Pecho en Fitball,Fitball,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Chest_Stretch_on_Stability_Ball/0.jpg
Childs_Pose,Postura del Niño,,Espalda Baja,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Childs_Pose/0.jpg
Chin-Up,Dominadas Supinas (Chin-ups),Peso Corporal,Dorsales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Chin-Up/0.jpg
Chin_To_Chest_Stretch,Estiramiento de Mentón al Pecho,,Cuello,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Chin_To_Chest_Stretch/0.jpg
Circus_Bell,Prensa Hombro Strongman (Mancuerna de Circo),Otros,Hombros,Avanzado,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Circus_Bell/0.jpg
Clean,Cargada (Clean),Barra,Femorales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Clean/0.jpg
Clean_Deadlift,Peso Muerto de Cargada (Clean Deadlift),Barra,Femorales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Clean_Deadlift/0.jpg
Clean_Pull,Tirón de Cargada (Clean Pull),Barra,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Clean_Pull/0.jpg
Clean_Shrug,Encojimiento de Cargada (Clean Shrug),Barra,Trapecio,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Clean_Shrug/0.jpg
Clean_and_Jerk,Cargada y Envión (Clean & Jerk),Barra,Hombros,Avanzado,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Clean_and_Jerk/0.jpg
Clean_and_Press,Cargada y Press Militar,Barra,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Clean_and_Press/0.jpg
Clean_from_Blocks,Cargada desde Bloques,Barra,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Clean_from_Blocks/0.jpg
Clock_Push-Up,Flexiones del Reloj,Peso Corporal,Pecho,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Clock_Push-Up/0.jpg
Close-Grip_Barbell_Bench_Press,Press de Banca Plano Agarre Cerrado,Barra,Tríceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Close-Grip_Barbell_Bench_Press/0.jpg
Close-Grip_Dumbbell_Press,Press de Pecho con Mancuernas Agarre Cerrado,Mancuerna,Tríceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Close-Grip_Dumbbell_Press/0.jpg
Close-Grip_EZ-Bar_Curl_with_Band,Curl Predicador Barra W Agarre Cerrado con Banda,Barra W,Bíceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Close-Grip_EZ-Bar_Curl_with_Band/0.jpg
Close-Grip_EZ-Bar_Press,Press Agarre Cerrado Barra W,Barra W,Tríceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Close-Grip_EZ-Bar_Press/0.jpg
Close-Grip_EZ_Bar_Curl,Curl Predicador Barra W Agarre Cerrado,Barra,Bíceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Close-Grip_EZ_Bar_Curl/0.jpg
Close-Grip_Front_Lat_Pulldown,Jalón al Pecho Agarre Cerrado,Polea,Dorsales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Close-Grip_Front_Lat_Pulldown/0.jpg
Close-Grip_Push-Up_off_of_a_Dumbbell,Flexiones de Brazos sobre Mancuerna,Peso Corporal,Tríceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Close-Grip_Push-Up_off_of_a_Dumbbell/0.jpg
Close-Grip_Standing_Barbell_Curl,Curl de Bíceps con Barra Agarre Cerrado,Barra,Bíceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Close-Grip_Standing_Barbell_Curl/0.jpg
Cocoons,Abdominales en Capullo (Cocoons),Peso Corporal,Abdominales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Cocoons/0.jpg
Conans_Wheel,Rueda de Conan (Strongman),Otros,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Conans_Wheel/0.jpg
Concentration_Curls,Curl Concentrado de Bíceps,Mancuerna,Bíceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Concentration_Curls/0.jpg
Cross-Body_Crunch,Crunch Abdominal Cruzado,Peso Corporal,Abdominales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Cross-Body_Crunch/0.jpg
Cross_Body_Hammer_Curl,Curl Martillo Cruzado,Mancuerna,Bíceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Cross_Body_Hammer_Curl/0.jpg
Cross_Over_-_With_Bands,Cruces de Pecho con Banda,Banda,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Cross_Over_-_With_Bands/0.jpg
Crossover_Reverse_Lunge,Estocada Cruzada hacia Atrás,,Espalda Baja,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Crossover_Reverse_Lunge/0.jpg
Crucifix,Sostén en Cruz (Crucifijo),Otros,Hombros,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Crucifix/0.jpg
Crunch_-_Hands_Overhead,Crunch Abdominal con Manos Estiradas,Peso Corporal,Abdominales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Crunch_-_Hands_Overhead/0.jpg
Crunch_-_Legs_On_Exercise_Ball,Crunch Abdominal con Piernas en Fitball,Peso Corporal,Abdominales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Crunch_-_Legs_On_Exercise_Ball/0.jpg
Crunches,Crunches Abdominales,Peso Corporal,Abdominales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Crunches/0.jpg
Cuban_Press,Press Cubano (Hombros),Mancuerna,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Cuban_Press/0.jpg
Dancers_Stretch,Estiramiento de Bailarina,,Espalda Baja,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dancers_Stretch/0.jpg
Dead_Bug,Bicho Muerto (Dead Bug),Peso Corporal,Abdominales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dead_Bug/0.jpg
Deadlift_with_Bands,Peso Muerto con Bandas,Barra,Espalda Baja,Avanzado,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Deadlift_with_Bands/0.jpg
Deadlift_with_Chains,Peso Muerto con Cadenas,Barra,Espalda Baja,Avanzado,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Deadlift_with_Chains/0.jpg
Decline_Barbell_Bench_Press,Press de Banca Declinado con Barra,Barra,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Decline_Barbell_Bench_Press/0.jpg
Decline_Close-Grip_Bench_To_Skull_Crusher,Press Francés Declinado con Agarre Cerrado,Barra,Tríceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Decline_Close-Grip_Bench_To_Skull_Crusher/0.jpg
Decline_Crunch,Crunch Abdominal Declinado,Peso Corporal,Abdominales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Decline_Crunch/0.jpg
Decline_Dumbbell_Bench_Press,Press de Banca Declinado con Mancuernas,Mancuerna,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Decline_Dumbbell_Bench_Press/0.jpg
Decline_Dumbbell_Flyes,Aperturas Declinadas con Mancuernas,Mancuerna,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Decline_Dumbbell_Flyes/0.jpg
Decline_Dumbbell_Triceps_Extension,Extensión de Tríceps Declinada con Mancuernas,Mancuerna,Tríceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Decline_Dumbbell_Triceps_Extension/0.jpg
Decline_EZ_Bar_Triceps_Extension,Press Francés Declinado con Barra W,Barra,Tríceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Decline_EZ_Bar_Triceps_Extension/0.jpg
Decline_Oblique_Crunch,Crunch Oblicuo Declinado,Peso Corporal,Abdominales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Decline_Oblique_Crunch/0.jpg
Decline_Push-Up,Flexiones Declinadas,,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Decline_Push-Up/0.jpg
Decline_Reverse_Crunch,Crunch Invertido Declinado,Peso Corporal,Abdominales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Decline_Reverse_Crunch/0.jpg
Decline_Smith_Press,Press de Banca Declinado en Multipower,Máquina,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Decline_Smith_Press/0.jpg
Deficit_Deadlift,Peso Muerto con Déficit,Barra,Espalda Baja,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Deficit_Deadlift/0.jpg
Depth_Jump_Leap,Salto de Profundidad con Despegue,Otros,Cuádriceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Depth_Jump_Leap/0.jpg
Dip_Machine,Fondos en Máquina,Máquina,Tríceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dip_Machine/0.jpg
Dips_-_Chest_Version,Fondos de Pecho (Dips),Otros,Pecho,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dips_-_Chest_Version/0.jpg
Dips_-_Triceps_Version,Fondos de Tríceps (Dips),Peso Corporal,Tríceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dips_-_Triceps_Version/0.jpg
Donkey_Calf_Raises,Elevación de Gemelos tipo Burro,Otros,Gemelos,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Donkey_Calf_Raises/0.jpg
Double_Kettlebell_Alternating_Hang_Clean,Hang Clean Alterno con Doble Kettlebell,Kettlebell,Femorales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Double_Kettlebell_Alternating_Hang_Clean/0.jpg
Double_Kettlebell_Jerk,Envión con Doble Kettlebell,Kettlebell,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Double_Kettlebell_Jerk/0.jpg
Double_Kettlebell_Push_Press,Push Press con Doble Kettlebell,Kettlebell,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Double_Kettlebell_Push_Press/0.jpg
Double_Kettlebell_Snatch,Snatch con Doble Kettlebell,Kettlebell,Hombros,Avanzado,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Double_Kettlebell_Snatch/0.jpg
Double_Kettlebell_Windmill,Molino con Doble Kettlebell,Kettlebell,Abdominales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Double_Kettlebell_Windmill/0.jpg
Double_Leg_Butt_Kick,Talones al Glúteo con dos Piernas,Peso Corporal,Cuádriceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Double_Leg_Butt_Kick/0.jpg
Downward_Facing_Balance,Equilibrio boca abajo sobre Fitball,Fitball,Glúteos,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Downward_Facing_Balance/0.jpg
Drag_Curl,Drag Curl de Bíceps con Barra,Barra,Bíceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Drag_Curl/0.jpg
Drop_Push,Flexión con Caída y Empuje Explosivo,Otros,Pecho,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Drop_Push/0.jpg
Dumbbell_Alternate_Bicep_Curl,Curl de Bíceps Alterno con Mancuernas,Mancuerna,Bíceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Alternate_Bicep_Curl/0.jpg
Dumbbell_Bench_Press,Press de Banca Plano con Mancuernas,Mancuerna,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Bench_Press/0.jpg
Dumbbell_Bench_Press_with_Neutral_Grip,Press de Pecho Neutro con Mancuernas,Mancuerna,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Bench_Press_with_Neutral_Grip/0.jpg
Dumbbell_Bicep_Curl,Curl de Bíceps con Mancuernas,Mancuerna,Bíceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Bicep_Curl/0.jpg
Dumbbell_Clean,Cargada con Mancuernas (Clean),Mancuerna,Femorales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Clean/0.jpg
Dumbbell_Floor_Press,Floor Press con Mancuernas,Mancuerna,Tríceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Floor_Press/0.jpg
Dumbbell_Flyes,Aperturas Planas con Mancuernas,Mancuerna,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Flyes/0.jpg
Dumbbell_Incline_Row,Remo Inclinado apoyado en Banco con Mancuernas,Mancuerna,Espalda Media,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Incline_Row/0.jpg
Dumbbell_Incline_Shoulder_Raise,Elevación Inclinada de Hombros con Mancuernas,Mancuerna,Hombros,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Incline_Shoulder_Raise/0.jpg
Dumbbell_Lunges,Estocadas con Mancuernas,Mancuerna,Cuádriceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Lunges/0.jpg
Dumbbell_Lying_One-Arm_Rear_Lateral_Raise,Vuelos Posteriores Acostado de Lado con Mancuerna,Mancuerna,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Lying_One-Arm_Rear_Lateral_Raise/0.jpg
Dumbbell_Lying_Pronation,Pronación de Muñeca Acostado con Mancuerna,Mancuerna,Antebrazos,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Lying_Pronation/0.jpg
Dumbbell_Lying_Rear_Lateral_Raise,Vuelos Posteriores Acostado boca abajo con Mancuernas,Mancuerna,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Lying_Rear_Lateral_Raise/0.jpg
Dumbbell_Lying_Supination,Supinación de Muñeca Acostado con Mancuerna,Mancuerna,Antebrazos,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Lying_Supination/0.jpg
Dumbbell_One-Arm_Shoulder_Press,Press de Hombro Unilateral con Mancuerna,Mancuerna,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_One-Arm_Shoulder_Press/0.jpg
Dumbbell_One-Arm_Triceps_Extension,Extensión de Tríceps a una mano por encima de la Cabeza con Mancuerna,Mancuerna,Tríceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_One-Arm_Triceps_Extension/0.jpg
Dumbbell_One-Arm_Upright_Row,Remo al Mentón a una Mano con Mancuerna,Mancuerna,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_One-Arm_Upright_Row/0.jpg
Dumbbell_Prone_Incline_Curl,Curl Inclinado Prono con Mancuernas,Mancuerna,Bíceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Prone_Incline_Curl/0.jpg
Dumbbell_Raise,Elevación de Mancuernas (Hombros),Mancuerna,Hombros,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Raise/0.jpg
Dumbbell_Rear_Lunge,Estocada hacia Atrás con Mancuernas,Mancuerna,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Rear_Lunge/0.jpg
Dumbbell_Scaption,Elevación en Escápula con Mancuernas,Mancuerna,Hombros,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Scaption/0.jpg
Dumbbell_Seated_Box_Jump,Salto al Cajón Sentado con Mancuernas,Mancuerna,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Seated_Box_Jump/0.jpg
Dumbbell_Seated_One-Leg_Calf_Raise,Elevación de Gemelo Sentado a una Pierna con Mancuerna,Mancuerna,Gemelos,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Seated_One-Leg_Calf_Raise/0.jpg
Dumbbell_Shoulder_Press,Press Militar con Mancuernas,Mancuerna,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Shoulder_Press/0.jpg
Dumbbell_Shrug,Encojamientos con Mancuernas,Mancuerna,Trapecio,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Shrug/0.jpg
Dumbbell_Side_Bend,Flexión Lateral con Mancuerna,Mancuerna,Abdominales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Side_Bend/0.jpg
Dumbbell_Squat,Sentadilla con Mancuernas,Mancuerna,Cuádriceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Squat/0.jpg
Dumbbell_Squat_To_A_Bench,Sentadilla al Cajón con Mancuernas,Mancuerna,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Squat_To_A_Bench/0.jpg
Dumbbell_Step_Ups,Subidas al Banco con Mancuernas,Mancuerna,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Step_Ups/0.jpg
Dumbbell_Tricep_Extension_-Pronated_Grip,Extensión de Tríceps Agarre Prono con Mancuerna,Mancuerna,Tríceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dumbbell_Tricep_Extension_-Pronated_Grip/0.jpg
Dynamic_Back_Stretch,Estiramiento Dinámico de Espalda,,Dorsales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dynamic_Back_Stretch/0.jpg
Dynamic_Chest_Stretch,Estiramiento Dinámico de Pecho,,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dynamic_Chest_Stretch/0.jpg
EZ-Bar_Curl,Curl de Bíceps con Barra W,Barra W,Bíceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/EZ-Bar_Curl/0.jpg
EZ-Bar_Skullcrusher,Press Francés con Barra W (Skullcrusher),Barra W,Tríceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/EZ-Bar_Skullcrusher/0.jpg
Elbow_Circles,Giros de Codo,,Hombros,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Elbow_Circles/0.jpg
Elbow_to_Knee,Abdominales Codo a Rodilla,Peso Corporal,Abdominales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Elbow_to_Knee/0.jpg
Elbows_Back,Estiramiento de Pecho con Codos hacia Atrás,,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Elbows_Back/0.jpg
Elevated_Back_Lunge,Zancada Trasera Elevada con Barra,Barra,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Elevated_Back_Lunge/0.jpg
Elevated_Cable_Rows,Remo Sentado en Polea Alta,Polea,Dorsales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Elevated_Cable_Rows/0.jpg
Elliptical_Trainer,Elíptica,Máquina,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Elliptical_Trainer/0.jpg
Exercise_Ball_Crunch,Crunch Abdominal sobre Fitball,Fitball,Abdominales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Exercise_Ball_Crunch/0.jpg
Exercise_Ball_Pull-In,Encogimientos de Abdomen en Fitball,Fitball,Abdominales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Exercise_Ball_Pull-In/0.jpg
Extended_Range_One-Arm_Kettlebell_Floor_Press,Floor Press Unilateral con Kettlebell (Rango Extendido),Kettlebell,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Extended_Range_One-Arm_Kettlebell_Floor_Press/0.jpg
External_Rotation,Rotación Externa con Mancuerna,Mancuerna,Hombros,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/External_Rotation/0.jpg
External_Rotation_with_Band,Rotación Externa con Banda,Banda,Hombros,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/External_Rotation_with_Band/0.jpg
External_Rotation_with_Cable,Rotación Externa en Polea,Polea,Hombros,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/External_Rotation_with_Cable/0.jpg
Face_Pull,Face Pull,Polea,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Face_Pull/0.jpg
Farmers_Walk,Paseo del Granjero (Farmer's Walk),Otros,Antebrazos,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Farmers_Walk/0.jpg
Fast_Skipping,Skipping Rápido,Peso Corporal,Cuádriceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Fast_Skipping/0.jpg
Finger_Curls,Curl de Dedos con Barra,Barra,Antebrazos,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Finger_Curls/0.jpg
Flat_Bench_Cable_Flyes,Aperturas Planas en Polea,Polea,Pecho,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Flat_Bench_Cable_Flyes/0.jpg
Flat_Bench_Leg_Pull-In,Encogimientos de Piernas en Banco Plano,Peso Corporal,Abdominales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Flat_Bench_Leg_Pull-In/0.jpg
Flat_Bench_Lying_Leg_Raise,Elevación de Piernas en Banco Plano,Peso Corporal,Abdominales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Flat_Bench_Lying_Leg_Raise/0.jpg
Flexor_Incline_Dumbbell_Curls,Curl Inclinado de Flexores con Mancuernas,Mancuerna,Bíceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Flexor_Incline_Dumbbell_Curls/0.jpg
Floor_Glute-Ham_Raise,Glute Ham Raise en el Piso,,Femorales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Floor_Glute-Ham_Raise/0.jpg
